_id;cui;label;pmid;title
5bad0fd54bca051b2427b0fe;C0276496;Familial Alzheimer Disease (FAD);20460383;A presenilin-1 mutation identified in familial Alzheimer disease with cotton wool plaques causes a nearly complete loss of gamma-secretase activity.
5bad0e794bca051b2426e17b;C0002395;Alzheimer's Disease;1474878;[The genetics of Alzheimer's disease].
5bad0fd34bca051b2427ae45;C0276496;Familial Alzheimer Disease (FAD);1474878;[The genetics of Alzheimer's disease].
5bad0e7f4bca051b2426ee53;C0002395;Alzheimer's Disease;3574677;Implicit learning in patients with probable Alzheimer's disease.
5bad0fb84bca051b2427a702;C0750901;Alzheimer Disease, Early Onset;21179466;Presenilin Controls CBP Levels in the AdultDrosophilaCentral Nervous System
5bad0f5b4bca051b242787b3;C0002395;Alzheimer's Disease;25652817;Quantification of 18F-florbetapir PET: comparison of two analysis methods.
5bad0eb04bca051b24272a5d;C0002395;Alzheimer's Disease;15363602;Platelets provide human tissue to unravel pathogenic mechanisms of Alzheimer disease.
5bad0e884bca051b2426fec8;C0002395;Alzheimer's Disease;7542425;Ganglioglioma with neurofibrillary tangles (NFTs): neoplastic NFTs share antigenic determinants with NFTs of Alzheimer's disease.
5bad0fb74bca051b2427a576;C0750901;Alzheimer Disease, Early Onset;8117426;Alzheimer's disease: molecular genetics and transgenic animal models.
5bad0e8c4bca051b24270535;C0002395;Alzheimer's Disease;8596269;Genetic association between intronic polymorphism in presenilin-1 gene and late-onset Alzheimer's disease. Alzheimer's Disease Collaborative Group.
5bad0fb74bca051b2427a5c8;C0750901;Alzheimer Disease, Early Onset;8596269;Genetic association between intronic polymorphism in presenilin-1 gene and late-onset Alzheimer's disease. Alzheimer's Disease Collaborative Group.
5bad0fba4bca051b2427a783;C0750901;Alzheimer Disease, Early Onset;26695639;Early psychiatrics symptoms in familial Alzheimer's disease with presenilin 1 mutation (I83T).
5bad0ed54bca051b242747bc;C0002395;Alzheimer's Disease;18686609;[Inhibitory effect of unaggregated amyloid beta protein (25-35) on delayed rectifier potassium current in rat hippocampal CA3 pyramidal neurons].
5bad0e8c4bca051b242704cd;C0002395;Alzheimer's Disease;8754073;[Protein phosphorylation in the normal nervous system and in Alzheimer's disease].
5bad0efe4bca051b24275f03;C0002395;Alzheimer's Disease;21415543;Amyloid precursor protein binding protein Fe65 is cleaved by caspases during DNA damage-induced apoptosis.
5bad0f404bca051b24277cf5;C0002395;Alzheimer's Disease;24732348;Long-term mortality in a cohort of home-dwelling elderly with mild Alzheimer's disease and Lewy body dementia.
5bad0e7b4bca051b2426e586;C0002395;Alzheimer's Disease;16869340;Neuropsychological markers of progression from mild cognitive impairment to Alzheimer's disease.
5bad0e9f4bca051b24271a9a;C0002395;Alzheimer's Disease;11419566;Efficacy of metrifonate in improving the psychiatric and behavioral disturbances of patients with Alzheimer's disease.
5bad0fd44bca051b2427b06d;C0276496;Familial Alzheimer Disease (FAD);15781968;Effects of RNAi-mediated silencing of PEN-2, APH-1a, and nicastrin on wild-type vs FAD mutant forms of presenilin 1.
5bad0e7d4bca051b2426eab1;C0002395;Alzheimer's Disease;6752252;The differential diagnosis of dementia.
5bad0f864bca051b242796a8;C0002395;Alzheimer's Disease;27259244;Careful neuropsychological testing reveals a novel genetic marker,GSTO1*C, linked to the pre-stage of Alzheimer's disease
5bad0fc34bca051b2427aa7c;C0494463;Alzheimer Disease, Late Onset;27259244;Careful neuropsychological testing reveals a novel genetic marker,GSTO1*C, linked to the pre-stage of Alzheimer's disease
5bad0eb24bca051b24272c07;C0002395;Alzheimer's Disease;15853619;Angiotensin and Alzheimer's disease: therapeutic prospects.
5bad0f764bca051b2427915c;C0002395;Alzheimer's Disease;26997567;Advances in development of fluorescent probes for detecting amyloid-β aggregates.
5bad0f044bca051b242761ff;C0002395;Alzheimer's Disease;22741174;Long-term naringin consumption reverses a glucose uptake defect and improves cognitive deficits in a mouse model of Alzheimer's disease.
5bad0fb74bca051b2427a594;C0750901;Alzheimer Disease, Early Onset;8747858;Apolipoprotein E genotype in Spanish patients of Alzheimer's or Parkinson's disease.
5bad0fc14bca051b2427a94f;C0494463;Alzheimer Disease, Late Onset;8747858;Apolipoprotein E genotype in Spanish patients of Alzheimer's or Parkinson's disease.
5bad0ef04bca051b24275793;C0002395;Alzheimer's Disease;20889807;Alzheimer disease prevention: focus on cardiovascular risk, not amyloid?
5bad0fb94bca051b2427a705;C0750901;Alzheimer Disease, Early Onset;20889807;Alzheimer disease prevention: focus on cardiovascular risk, not amyloid?
5bad0f0f4bca051b2427676f;C0002395;Alzheimer's Disease;22201929;Sex hormones, aging, and Alzheimer's disease.
5bad0e984bca051b2427135e;C0002395;Alzheimer's Disease;11038254;Caspase-3 activation and inflammatory responses in rat hippocampus inoculated with a recombinant adenovirus expressing the Alzheimer amyloid precursor protein.
5bad0f4e4bca051b242782cb;C0002395;Alzheimer's Disease;25245784;[Alzheimer's disease: New therapeutic strategies].
5bad0e8c4bca051b242704b7;C0002395;Alzheimer's Disease;8858947;Molecular evolution of tau protein: implications for Alzheimer's disease.
5bad0f4e4bca051b24278305;C0002395;Alzheimer's Disease;25290083;Cerebrospinal fluid biomarkers for neuropsychological symptoms in early stage of late-onset Alzheimer's disease.
5bad0fc34bca051b2427aa53;C0494463;Alzheimer Disease, Late Onset;25290083;Cerebrospinal fluid biomarkers for neuropsychological symptoms in early stage of late-onset Alzheimer's disease.
5bad0e934bca051b24270def;C0002395;Alzheimer's Disease;10329743;Case-control study of presenilin-1 intronic polymorphism in sporadic early and late onset Alzheimer's disease.
5bad0fb74bca051b2427a622;C0750901;Alzheimer Disease, Early Onset;10329743;Case-control study of presenilin-1 intronic polymorphism in sporadic early and late onset Alzheimer's disease.
5bad0fc14bca051b2427a972;C0494463;Alzheimer Disease, Late Onset;10329743;Case-control study of presenilin-1 intronic polymorphism in sporadic early and late onset Alzheimer's disease.
5bad0e9d4bca051b24271938;C0002395;Alzheimer's Disease;11576650;Susceptibility gene(s) for Alzheimer's disease on chromosome 10.
5bad0fc14bca051b2427a98b;C0494463;Alzheimer Disease, Late Onset;11576650;Susceptibility gene(s) for Alzheimer's disease on chromosome 10.
5bad0f294bca051b2427735c;C0002395;Alzheimer's Disease;23729473;Diffusion tensor magnetic resonance imaging for single subject diagnosis in neurodegenerative diseases.
5bad0fd54bca051b2427b101;C0276496;Familial Alzheimer Disease (FAD);21368865;Familial amyloid precursor protein mutants cause caspase-6-dependent but amyloidβ-peptide-independent neuronal degeneration in primary human neuron cultures.
5bad0e7d4bca051b2426ebca;C0002395;Alzheimer's Disease;3923786;ABO and Rhesus blood groups in Alzheimer's disease.
5bad0fac4bca051b2427a202;C0011265;Presenile dementia;3923786;ABO and Rhesus blood groups in Alzheimer's disease.
5bad0f124bca051b242768ca;C0002395;Alzheimer's Disease;22442659;A Chemical Analog of Curcumin as an Improved Inhibitor of Amyloid Abeta Oligomerization
5bad0f2c4bca051b2427746e;C0002395;Alzheimer's Disease;24040196;Mitochondrial Haplotypes Associated with Biomarkers for Alzheimer’s Disease
5bad0fc24bca051b2427aa2e;C0494463;Alzheimer Disease, Late Onset;24040196;Mitochondrial Haplotypes Associated with Biomarkers for Alzheimer’s Disease
5bad0fd54bca051b2427b165;C0276496;Familial Alzheimer Disease (FAD);24049139;The pattern of atrophy in familial Alzheimer disease: volumetric MRI results from the DIAN study.
5bad0fb94bca051b2427a75f;C0750901;Alzheimer Disease, Early Onset;25322926;Cognitive profiles and neuropsychiatric symptoms in Korean early-onset Alzheimer's disease patients: a CREDOS study.
5bad0fc34bca051b2427aa52;C0494463;Alzheimer Disease, Late Onset;25322926;Cognitive profiles and neuropsychiatric symptoms in Korean early-onset Alzheimer's disease patients: a CREDOS study.
5bad0fd54bca051b2427b0f8;C0276496;Familial Alzheimer Disease (FAD);20164095;Worldwide distribution of PSEN1 Met146Leu mutation: a large variability for a founder mutation.
5bad0f2a4bca051b24277392;C0002395;Alzheimer's Disease;23821590;Serrapeptase and nattokinase intervention for relieving Alzheimer's disease pathophysiology in rat model.
5bad0f8b4bca051b24279855;C0002395;Alzheimer's Disease;28340952;Lack of association of mortalin (HSPA9) and other mitochondria-related genes with risk of Parkinson's and Alzheimer's diseases.
5bad0f014bca051b2427606e;C0002395;Alzheimer's Disease;21698798;[Inhibitory effect of ferulic acid on inflammatory response in microglia induced by lipopolysaccharides].
5bad0fb74bca051b2427a60a;C0750901;Alzheimer Disease, Early Onset;9831464;Prominent expression of presenilin-1 in senile plaques and reactive astrocytes in Alzheimer's disease brain.
5bad0f244bca051b242770e2;C0002395;Alzheimer's Disease;23623599;White matter microstructural damage in Alzheimer's disease at different ages of onset.
5bad0fb94bca051b2427a73c;C0750901;Alzheimer Disease, Early Onset;23623599;White matter microstructural damage in Alzheimer's disease at different ages of onset.
5bad0fad4bca051b2427a229;C0011265;Presenile dementia;7663827;Dependency and community care in presenile Alzheimer's disease.
5bad0e8c4bca051b242705dc;C0002395;Alzheimer's Disease;9352588;Modulation of acetylcholine release in human cortical slices: possible implications for Alzheimer's disease.
5bad0f634bca051b24278a7b;C0002395;Alzheimer's Disease;26387111;Beta Amyloid Hallmarks: From Intrinsically Disordered Proteins to Alzheimer's Disease.
5bad0ea34bca051b24271e20;C0002395;Alzheimer's Disease;12192558;Memory functions and rCBF (99m)Tc-HMPAO SPET: developing diagnostics in Alzheimer's disease.
5bad0e9e4bca051b242719bd;C0002395;Alzheimer's Disease;11706973;Endocytic disturbances distinguish among subtypes of Alzheimer's disease and related disorders.
5bad0fd34bca051b2427b000;C0276496;Familial Alzheimer Disease (FAD);11706973;Endocytic disturbances distinguish among subtypes of Alzheimer's disease and related disorders.
5bad0fb84bca051b2427a643;C0750901;Alzheimer Disease, Early Onset;10864326;Photoactivated gamma-secretase inhibitors directed to the active site covalently label presenilin 1.
5bad0fd34bca051b2427b004;C0276496;Familial Alzheimer Disease (FAD);11517249;c-Jun N-terminal kinase (JNK)-interacting protein-1b/islet-brain-1 scaffolds Alzheimer's amyloid precursor protein with JNK.
5bad0f7f4bca051b24279454;C0002395;Alzheimer's Disease;27444354;Tenascin-C Is Associated with Cored Amyloid-β Plaques in Alzheimer Disease and Pathology Burdened Cognitively Normal Elderly.
5bad0f184bca051b24276b8e;C0002395;Alzheimer's Disease;22498096;Active Aβ vaccination fails to enhance amyloid clearance in a mouse model of Alzheimer's disease with Aβ42-driven pathology.
5bad0fd44bca051b2427b0d1;C0276496;Familial Alzheimer Disease (FAD);18768471;Intramembrane proteolysis of GXGD-type aspartyl proteases is slowed by a familial Alzheimer disease-like mutation.
5bad0e7d4bca051b2426eaf6;C0002395;Alzheimer's Disease;6310050;A case of combined Pick's disease and Alzheimer's disease.
5bad0fac4bca051b2427a1fb;C0011265;Presenile dementia;6310050;A case of combined Pick's disease and Alzheimer's disease.
5bad0e864bca051b2426fced;C0002395;Alzheimer's Disease;7700274;Apo E genotypes in multiple sclerosis, Parkinson's disease, schwannomas and late-onset Alzheimer's disease.
5bad0fc14bca051b2427a946;C0494463;Alzheimer Disease, Late Onset;7700274;Apo E genotypes in multiple sclerosis, Parkinson's disease, schwannomas and late-onset Alzheimer's disease.
5bad0e804bca051b2426f193;C0002395;Alzheimer's Disease;2799210;[Alzheimer's disease: study by single photon emission tomography (Hm PAO Tc99m)].
5bad0e994bca051b24271499;C0002395;Alzheimer's Disease;11092009;[Neuropathological diagnosis of neurodegenerative and dementia diseases].
5bad0f4e4bca051b242782ec;C0002395;Alzheimer's Disease;25261447;Towards a unified vision of copper involvement in Alzheimer's disease: a review connecting basic, experimental, and clinical research.
5bad0ec94bca051b24273ed8;C0002395;Alzheimer's Disease;17301224;Properties of glutamate receptors of Alzheimer's disease brain transplanted to frog oocytes.
5bad0fc24bca051b2427aa07;C0494463;Alzheimer Disease, Late Onset;21447109;Clinical profiles of late-onset semantic dementia, compared with early-onset semantic dementia and late-onset Alzheimer's disease.
5bad0e924bca051b24270cfb;C0002395;Alzheimer's Disease;9811482;Drug delivery of antisense molecules to the brain for treatment of Alzheimer's disease and cerebral AIDS.
5bad0fd44bca051b2427b077;C0276496;Familial Alzheimer Disease (FAD);16042546;Involvement of presenilins in cell-survival signalling pathways.
5bad0e8c4bca051b24270562;C0002395;Alzheimer's Disease;8621419;Site-specific dephosphorylation of tau protein at Ser202/Thr205 in response to microtubule depolymerization in cultured human neurons involves protein phosphatase 2A.
5bad0e794bca051b2426e11e;C0002395;Alzheimer's Disease;1767240;Category-specific semantic disorders in Alzheimer's disease.
5bad0e794bca051b2426e05d;C0002395;Alzheimer's Disease;8847685;Catastrophe, chaos and Alzheimer's disease. The F E Williams Lecture.
5bad0fd34bca051b2427ae3e;C0276496;Familial Alzheimer Disease (FAD);8847685;Catastrophe, chaos and Alzheimer's disease. The F E Williams Lecture.
5bad0e884bca051b2426fff4;C0002395;Alzheimer's Disease;7785426;Microsatellite D21S210 (GT-12) allele frequencies in sporadic Alzheimer's disease.
5bad0fb74bca051b2427a59c;C0750901;Alzheimer Disease, Early Onset;7785426;Microsatellite D21S210 (GT-12) allele frequencies in sporadic Alzheimer's disease.
5bad0fd34bca051b2427ae68;C0276496;Familial Alzheimer Disease (FAD);21033353;[Familial Alzheimer's disease mutations in the presenilin 1 gene reduce cell-cell adhesion in transfected fibroblasts].
5bad0fb74bca051b2427a54e;C0750901;Alzheimer Disease, Early Onset;2089133;Neuropathological study of the amygdala in presenile Alzheimer's disease.
5bad0fd34bca051b2427aef7;C0276496;Familial Alzheimer Disease (FAD);8060605;Molecular genetic predictive testing for Alzheimer's disease: deliberations and preliminary recommendations.
5bad0fd34bca051b2427afe9;C0276496;Familial Alzheimer Disease (FAD);11266469;Presenilin 1 Negatively Regulatesβ-Catenin/T Cell Factor/Lymphoid Enhancer Factor-1 Signaling Independently ofβ-Amyloid Precursor Protein and Notch Processing
5bad0e894bca051b24270029;C0002395;Alzheimer's Disease;7894999;Image analyser-assisted morphometry of the locus coeruleus in Alzheimer's disease, Parkinson's disease and amyotrophic lateral sclerosis.
5bad0fb84bca051b2427a699;C0750901;Alzheimer Disease, Early Onset;15004330;Overexpression of ubiquilin decreases ubiquitination and degradation of presenilin proteins.
5bad0eae4bca051b242728e3;C0002395;Alzheimer's Disease;15566316;Metal-protein attenuating compounds and Alzheimer's disease.
5bad0fd34bca051b2427af94;C0276496;Familial Alzheimer Disease (FAD);10318786;Evidence that intramolecular associations between presenilin domains are obligatory for endoproteolytic processing.
5bad0f8a4bca051b2427981e;C0002395;Alzheimer's Disease;28112442;White Ginseng Protects Mouse Hippocampal Cells Against Amyloid-Beta Oligomer Toxicity.
5bad0fba4bca051b2427a79c;C0750901;Alzheimer Disease, Early Onset;28461250;Deletion of exons 9 and 10 of the Presenilin 1 gene in a patient with Early-onset Alzheimer Disease generates longer amyloid seeds.
5bad0e8d4bca051b24270632;C0002395;Alzheimer's Disease;9447432;Neuropsychological assessment in Alzheimer's disease: current status and future directions.
5bad0e8c4bca051b24270505;C0002395;Alzheimer's Disease;8773140;Ultrastructural features of the blood-brain barrier in biopsy tissue from Alzheimer's disease patients.
5bad0f164bca051b24276a91;C0002395;Alzheimer's Disease;22321601;Machine learning amplifies the effect of parental family history of Alzheimer's disease on list learning strategy.
5bad0fd34bca051b2427aed6;C0276496;Familial Alzheimer Disease (FAD);8267572;Characterization of amyloid fibril beta-peptide in familial Alzheimer's disease with APP717 mutations.
5bad0e8e4bca051b24270844;C0002395;Alzheimer's Disease;9526785;[Dementia. Outlook on current developments].
5bad0fc14bca051b2427a96d;C0494463;Alzheimer Disease, Late Onset;9526785;[Dementia. Outlook on current developments].
5bad0fb94bca051b2427a709;C0750901;Alzheimer Disease, Early Onset;21084300;Processing of the synaptic cell adhesion molecule neurexin-3beta by Alzheimer disease alpha- and gamma-secretases.
5bad0fad4bca051b2427a26f;C0011265;Presenile dementia;28578785;Alzheimer Disease: Scientific Breakthroughs and Translational Challenges.
5bad0fd34bca051b2427aeb0;C0276496;Familial Alzheimer Disease (FAD);1436712;Secretory pathway of beta/A4 amyloid protein precursor in familial Alzheimer's disease with Val717 to Ile mutation.
5bad0f5f4bca051b24278914;C0002395;Alzheimer's Disease;26062604;“Down syndrome: an insight of the disease”
5bad0e804bca051b2426f0b9;C0002395;Alzheimer's Disease;2528696;Amyloid beta-protein deposition in tissues other than brain in Alzheimer's disease.
5bad0fd34bca051b2427ae84;C0276496;Familial Alzheimer Disease (FAD);2528696;Amyloid beta-protein deposition in tissues other than brain in Alzheimer's disease.
5bad0f3b4bca051b24277aed;C0002395;Alzheimer's Disease;24577458;Do cholinesterase inhibitors act primarily on attention deficit? A naturalistic study in Alzheimer's disease patients.
5bad0fb84bca051b2427a689;C0750901;Alzheimer Disease, Early Onset;12752408;Early-onset Alzheimer's disease with presenilin-1 M139V mutation: clinical, neuropsychological and neuropathological study.
5bad0ed14bca051b24274490;C0002395;Alzheimer's Disease;18430999;Intranasal insulin administration dose-dependently modulates verbal memory and plasma amyloid-beta in memory-impaired older adults.
5bad0f0e4bca051b24276730;C0002395;Alzheimer's Disease;22156608;Curcumins promote monocytic gene expression related to β-amyloid and superoxide dismutase clearance.
5bad0fb84bca051b2427a655;C0750901;Alzheimer Disease, Early Onset;10694435;Presenilin 2 expression in neuronal cells: induction during differentiation of embryonic carcinoma cells.
5bad0f174bca051b24276af5;C0002395;Alzheimer's Disease;22532571;Astrocytes secrete exosomes enriched with proapoptotic ceramide and prostate apoptosis response 4 (PAR-4): potential mechanism of apoptosis induction in Alzheimer disease (AD).
5bad0f4d4bca051b2427826b;C0002395;Alzheimer's Disease;25212462;Whole-food diet worsened cognitive dysfunction in an Alzheimer's disease mouse model.
5bad0fd64bca051b2427b190;C0276496;Familial Alzheimer Disease (FAD);25212462;Whole-food diet worsened cognitive dysfunction in an Alzheimer's disease mouse model.
5bad0e784bca051b2426dd7f;C0002395;Alzheimer's Disease;23582374;[Tractography of the uncinate fasciculus and the posterior cingulate fasciculus in patients with mild cognitive impairment and Alzheimer disease].
5bad0eaa4bca051b242724b4;C0002395;Alzheimer's Disease;12845379;Association of apolipoprotein E polymorphism in late-onset Alzheimer's disease and vascular dementia in Brazilians.
5bad0fc14bca051b2427a99b;C0494463;Alzheimer Disease, Late Onset;12845379;Association of apolipoprotein E polymorphism in late-onset Alzheimer's disease and vascular dementia in Brazilians.
5bad0e794bca051b2426e1b0;C0002395;Alzheimer's Disease;9562460;Abeta42, presenilins, and Alzheimer's disease.
5bad0fd34bca051b2427ae48;C0276496;Familial Alzheimer Disease (FAD);9562460;Abeta42, presenilins, and Alzheimer's disease.
5bad0fc14bca051b2427a94e;C0494463;Alzheimer Disease, Late Onset;8530010;Association of apolipoprotein E but not B with Alzheimer's disease.
5bad0f394bca051b24277a6c;C0002395;Alzheimer's Disease;24973120;Resting microglia react to Aβ42 fibrils but do not detect oligomers or oligomer-induced neuronal damage.
5bad0f444bca051b24277e6d;C0002395;Alzheimer's Disease;23670951;Common and unique gray matter correlates of episodic memory dysfunction in frontotemporal dementia and Alzheimer's disease.
5bad0e9e4bca051b24271a07;C0002395;Alzheimer's Disease;11522804;Education and the risk of Alzheimer's disease: findings from the study of dementia in Swedish twins.
5bad0f224bca051b24276faa;C0002395;Alzheimer's Disease;23085935;Regional brain volume differences in symptomatic and presymptomatic carriers of familial Alzheimer's disease mutations.
5bad0fd54bca051b2427b154;C0276496;Familial Alzheimer Disease (FAD);23085935;Regional brain volume differences in symptomatic and presymptomatic carriers of familial Alzheimer's disease mutations.
5bad0ea04bca051b24271b39;C0002395;Alzheimer's Disease;11925775;[Etiology and pathogenesis of Alzheimer dementia].
5bad0fb84bca051b2427a66d;C0750901;Alzheimer Disease, Early Onset;11925775;[Etiology and pathogenesis of Alzheimer dementia].
5bad0ee44bca051b24275161;C0002395;Alzheimer's Disease;20129170;gamma-secretases: from cell biology to therapeutic strategies.
5bad0fb84bca051b2427a6f2;C0750901;Alzheimer Disease, Early Onset;20129170;gamma-secretases: from cell biology to therapeutic strategies.
5bad0e8f4bca051b24270993;C0002395;Alzheimer's Disease;9489581;Delirium in dementia.
5bad0fb74bca051b2427a5ff;C0750901;Alzheimer Disease, Early Onset;9489581;Delirium in dementia.
5bad0fc14bca051b2427a970;C0494463;Alzheimer Disease, Late Onset;9489581;Delirium in dementia.
5bad0e7e4bca051b2426ed4c;C0002395;Alzheimer's Disease;3945392;Conditions associated with Alzheimer's disease at death: case-control study.
5bad0fac4bca051b2427a20b;C0011265;Presenile dementia;3945392;Conditions associated with Alzheimer's disease at death: case-control study.
5bad0e904bca051b24270aa8;C0002395;Alzheimer's Disease;9831473;Two novel presenilin-1 mutations (Ser169Leu and Pro436Gln) associated with very early onset Alzheimer's disease.
5bad0fd34bca051b2427af6c;C0276496;Familial Alzheimer Disease (FAD);9831473;Two novel presenilin-1 mutations (Ser169Leu and Pro436Gln) associated with very early onset Alzheimer's disease.
5bad0f0a4bca051b2427650b;C0002395;Alzheimer's Disease;23227193;Analysis of Copy Number Variation in Alzheimer’s Disease in a Cohort of Clinically Characterized and Neuropathologically Verified Individuals
5bad0fc24bca051b2427aa0f;C0494463;Alzheimer Disease, Late Onset;23227193;Analysis of Copy Number Variation in Alzheimer’s Disease in a Cohort of Clinically Characterized and Neuropathologically Verified Individuals
5bad0fb74bca051b2427a60b;C0750901;Alzheimer Disease, Early Onset;9833068;A novel Leu171Pro mutation in presenilin-1 gene in a Mexican family with early onset Alzheimer disease.
5bad0fd54bca051b2427b183;C0276496;Familial Alzheimer Disease (FAD);23998300;A cognitive chameleon: Lessons from a novelMAPTmutation case
5bad0fba4bca051b2427a7ab;C0750901;Alzheimer Disease, Early Onset;28954876;Brain network connectivity differs in early-onset neurodegenerative dementia
5bad0e7a4bca051b2426e2ef;C0002395;Alzheimer's Disease;15098182;[Neuropsychologic performance and depressed mood in sporadic late onset Alzheimer disease].
5bad0fc14bca051b2427a92a;C0494463;Alzheimer Disease, Late Onset;15098182;[Neuropsychologic performance and depressed mood in sporadic late onset Alzheimer disease].
5bad0e7f4bca051b2426efa3;C0002395;Alzheimer's Disease;3136867;[Alzheimer's disease: study of the distribution of tau proteins constituting helical filament pairs in human central nervous tissue].
5bad0fd74bca051b2427b1c0;C0276496;Familial Alzheimer Disease (FAD);27239030;Presenilin 2 Modulates Endoplasmic Reticulum-Mitochondria Coupling by Tuning the Antagonistic Effect of Mitofusin 2.
5bad0fd34bca051b2427aee6;C0276496;Familial Alzheimer Disease (FAD);7970175;Reversal of the Swedish familial Alzheimer's disease mutant phenotype in cultured cells treated with phorbol 12,13-dibutyrate.
5bad0e994bca051b242714ff;C0002395;Alzheimer's Disease;10658639;Alzheimer's disease presenilin-1 exon 9 deletion and L250S mutations sensitize SH-SY5Y neuroblastoma cells to hyperosmotic stress-induced apoptosis.
5bad0fb84bca051b2427a650;C0750901;Alzheimer Disease, Early Onset;10658639;Alzheimer's disease presenilin-1 exon 9 deletion and L250S mutations sensitize SH-SY5Y neuroblastoma cells to hyperosmotic stress-induced apoptosis.
5bad0e904bca051b24270ac1;C0002395;Alzheimer's Disease;9848094;GADD45 is induced in Alzheimer's disease, and protects against apoptosis in vitro.
5bad0e8b4bca051b24270353;C0002395;Alzheimer's Disease;8757018;Apolipoprotein E genotype does not influence rates of cognitive decline in Alzheimer's disease.
5bad0e814bca051b2426f30b;C0002395;Alzheimer's Disease;2239649;New perspectives in the management of Alzheimer's disease.
5bad0f044bca051b242761db;C0002395;Alzheimer's Disease;22722772;Characterization of the role of metallothionein-3 in an animal model of Alzheimer's disease.
5bad0fc34bca051b2427aa58;C0494463;Alzheimer Disease, Late Onset;26159191;Screening of Early and Late Onset Alzheimer's Disease Genetic Risk Factors in a Cohort of Dementia Patients from Liguria, Italy.
5bad0eb74bca051b242730e1;C0002395;Alzheimer's Disease;15953957;[Clinical variants of Alzheimer disease].
5bad0e784bca051b2426dd1f;C0002395;Alzheimer's Disease;23246738;Stimulate or degenerate: deep brain stimulation of the nucleus basalis Meynert in Alzheimer dementia.
5bad0fba4bca051b2427a778;C0750901;Alzheimer Disease, Early Onset;26242991;Screening of dementia genes by whole-exome sequencing in early-onset Alzheimer disease: input and lessons.
5bad0ed44bca051b242746d8;C0002395;Alzheimer's Disease;18506388;Selective loss of P2Y2 nucleotide receptor immunoreactivity is associated with Alzheimer's disease neuropathology.
5bad0f0d4bca051b242766d1;C0002395;Alzheimer's Disease;21824521;Plasma clusterin concentration is associated with longitudinal brain atrophy in mild cognitive impairment.
5bad0e804bca051b2426f106;C0002395;Alzheimer's Disease;2715558;Rate of progression of Alzheimer's disease.
5bad0eda4bca051b24274b11;C0002395;Alzheimer's Disease;19446537;Interaction between HMGCR and ABCA1 cholesterol-related genes modulates Alzheimer's disease risk.
5bad0e914bca051b24270b1d;C0002395;Alzheimer's Disease;9666479;Presenilins upregulate functional K+ channel currents in mammalian cells.
5bad0fb74bca051b2427a60e;C0750901;Alzheimer Disease, Early Onset;9666479;Presenilins upregulate functional K+ channel currents in mammalian cells.
5bad0ee74bca051b2427536f;C0002395;Alzheimer's Disease;20447667;[Sleep and episodic memory: a review of the literature in young healthy subjects and potential links between sleep changes and memory impairment observed during aging and Alzheimer's disease].
5bad0f784bca051b24279208;C0002395;Alzheimer's Disease;27085491;Visual short-term memory binding deficit in familial Alzheimer's disease
5bad0fd64bca051b2427b1b9;C0276496;Familial Alzheimer Disease (FAD);27085491;Visual short-term memory binding deficit in familial Alzheimer's disease
5bad0fd34bca051b2427ae97;C0276496;Familial Alzheimer Disease (FAD);2127362;Panel of aneuploid cell lines for physical mapping of the proximal long arm of human chromosome 21.
5bad0eb64bca051b24273010;C0002395;Alzheimer's Disease;16043284;Association between acyl-coenzyme A: cholesterol acyltransferase gene and risk for Alzheimer's disease in Chinese.
5bad0fb74bca051b2427a5f1;C0750901;Alzheimer Disease, Early Onset;9316169;Neurons and extracellular neurofibrillary tangles in the hippocampal subdivisions in early-onset familial Alzheimer's disease: a case study.
5bad0fd34bca051b2427af50;C0276496;Familial Alzheimer Disease (FAD);9316169;Neurons and extracellular neurofibrillary tangles in the hippocampal subdivisions in early-onset familial Alzheimer's disease: a case study.
5bad0e894bca051b242700fb;C0002395;Alzheimer's Disease;7473888;beta-Amyloid peptide fragment 25-35 potentiates the calcium-dependent release of excitatory amino acids from depolarized hippocampal slices.
5bad0fd44bca051b2427b0f2;C0276496;Familial Alzheimer Disease (FAD);21115843;Activation and intrinsic gamma-secretase activity of presenilin 1.
5bad0e7f4bca051b2426ee81;C0002395;Alzheimer's Disease;3606032;Alzheimer's disease cells exhibit defective repair of alkylating agent-induced DNA damage.
5bad0fac4bca051b2427a20e;C0011265;Presenile dementia;3606032;Alzheimer's disease cells exhibit defective repair of alkylating agent-induced DNA damage.
5bad0fd54bca051b2427b16a;C0276496;Familial Alzheimer Disease (FAD);24481173;A canine model of Alzheimer's disease generated by overexpressing a mutated human amyloid precursor protein.
5bad0e794bca051b2426dff7;C0002395;Alzheimer's Disease;8622780;Increased proteolytic activity in lymphocytes from patients with early onset Alzheimer's disease.
5bad0fb74bca051b2427a515;C0750901;Alzheimer Disease, Early Onset;8622780;Increased proteolytic activity in lymphocytes from patients with early onset Alzheimer's disease.
5bad0fd34bca051b2427af26;C0276496;Familial Alzheimer Disease (FAD);8624126;Clinical and neuroimaging features of familial Alzheimer's disease.
5bad0e934bca051b24270d7a;C0002395;Alzheimer's Disease;9647302;Longitudinal SPECT study in Alzheimer's disease: relation to apolipoprotein E polymorphism.
5bad0e804bca051b2426f238;C0002395;Alzheimer's Disease;2684108;Reduced protein kinase C immunoreactivity and altered protein phosphorylation in Alzheimer's disease fibroblasts.
